m1,m3,alpha12,alpha23,G1,S1,G2,S2,dist1,dist2,S1/G2,S1/G1,phi_theo,phi_approx,phi_error
3.0,10.0,0.85,0.85,0.45991379329608195,0.10092213207570963,0.8213493952564115,0.08745510864578322,0.03861424303885878,0.09783002355393872,0.12287356958995926,0.2194370630905133,4.300463e-06,3.772342e-06,0.12280556769616538
10.0,1.0,0.85,0.85,0.1709764915843262,0.03836127472718926,0.8023403281649475,0.034469178526832026,0.013726844484992277,0.034386831657499964,0.0478117245021527,0.22436578486153663,2.167274e-06,2.295483e-06,-0.05915676257573356
10.0,3.0,0.85,0.85,0.5471970221036672,0.04390140134775354,0.8321963349172844,0.006491167319275806,0.014143152259467863,0.00656553792805926,0.05275365860883909,0.0802296057441562,3.148459e-06,3.213671e-06,-0.020712429851419602
10.0,10.0,0.85,0.85,0.47030198795634276,0.07271824242686004,0.8709137045604436,0.030568334467171877,0.020161471486160203,0.04873551986883842,0.0834964957447322,0.15462031692200784,3.499743e-06,3.320667e-06,0.051168503035763105
1.0,1.0,0.85,0.9,0.5029056822926318,0.05103948200017645,0.862904520221995,0.024389697792308974,0.017474072775164315,0.03847158386495469,0.0591484698527779,0.1014891734121976,-2.836129e-05,-2.869777e-05,-0.011864367002042199
1.0,3.0,0.85,0.9,0.46461879241689397,0.06242974300199079,0.8513546138448395,0.06123119882271372,0.024168610976127443,0.0735172250533061,0.07332989330973273,0.13436766661382418,-1.401317e-05,-1.460915e-05,-0.04253031680494062
1.0,10.0,0.85,0.9,0.49920240385139103,0.09167525445469507,0.8059814484497879,0.09437171651715255,0.02839067862782685,0.09285572563319273,0.11374362850537294,0.1836434555350942,-4.992551e-06,-5.281761e-06,-0.057928375427658774
3.0,1.0,0.85,0.9,0.5771191936351495,0.10468087284493728,0.8882062275729384,0.015304192049774448,0.019465354388452295,0.00030338271120346324,0.1178564950292932,0.18138518697597805,-2.278218e-05,-2.204774e-05,0.03223747021517316
3.0,3.0,0.85,0.9,0.4967167291596139,0.10270723755527064,0.9165648005509965,0.02926910569556132,0.017474060487109082,0.038471573631180506,0.11205671164060389,0.20677225373310693,-1.637443e-05,-1.656864e-05,-0.011860700803311825
3.0,10.0,0.85,0.9,0.48064213531345085,0.12124157042728151,0.841671078345963,0.06893742697096884,0.024718724863032882,0.07598844922315552,0.14404863556146338,0.25224915070796655,-7.451955e-06,-7.783924e-06,-0.0445479498212897
10.0,1.0,0.85,0.9,0.17876468696530456,0.11497070284858525,0.8643858215359892,0.0622385951059746,0.019180673481170578,0.023562751287734877,0.13300854778516097,0.6431398997213542,-1.136318e-05,-1.053331e-05,0.0730313701700004
10.0,3.0,0.85,0.9,0.563164369477842,0.23463199259672032,0.903606110464621,0.04904187291395416,0.019876069197209485,0.0026348936451635854,0.2596618038318444,0.4166314584395099,-1.259773e-05,-1.213745e-05,0.036536587340042365
10.0,10.0,0.85,0.9,0.5492843892559865,0.2579774056407733,0.911701820900176,0.05098613361312758,0.01747401752413297,0.038471536607813855,0.2829624771244367,0.4696609091516461,-8.968703e-06,-9.074963e-06,-0.011847871267795445
1.0,1.0,0.9,0.75,0.4493446112000787,0.014918120297021994,0.8751826097673087,0.03718908775213626,0.005860228651153114,0.062175886141336706,0.017045722950309063,0.033199731175544096,6.412613e-05,6.390152e-05,0.003502628487653449
1.0,3.0,0.9,0.75,0.42443098455530814,0.04062801950807145,0.8354321383007307,0.10862321086775102,0.016661508510039072,0.12150088707932867,0.04863114266912074,0.09572350037224286,7.217359e-05,7.138863e-05,0.010876011605124166
1.0,10.0,0.9,0.75,0.4483107957412898,0.1389279081567958,0.8383171668941168,0.17028748713287395,0.05107585137867686,0.15116476651525226,0.16572237053370875,0.3098919532532694,6.189973e-05,6.011510e-05,0.028831024235101005
3.0,1.0,0.9,0.75,0.5463006202839868,0.021953490044196423,0.8579085867544948,0.004993704298946173,0.003914766605892852,0.006567652122510595,0.025589544600838447,0.04018573149850023,2.697165e-05,2.695284e-05,0.0006975170917102355
3.0,3.0,0.9,0.75,0.4497928787843315,0.02666919524671855,0.8891899247437461,0.037481811697945684,0.00586017332057914,0.062175877202386334,0.02999268716905929,0.059292168695062875,3.702324e-05,3.689356e-05,0.003502446157311546
3.0,10.0,0.9,0.75,0.4270436855774698,0.06384077744155328,0.8468778275808974,0.11682837097133178,0.01855383676978369,0.1254247305341873,0.0753836921482691,0.14949472289989393,4.163801e-05,4.113908e-05,0.011982597109881725
10.0,1.0,0.9,0.75,0.1614673593373404,0.056588965808334876,0.8306115239457529,0.04675142311649902,0.003963877416497962,0.04847351023338982,0.06812928086948947,0.3504669057608617,9.003710e-06,9.006772e-06,-0.00034011240329927673
10.0,3.0,0.9,0.75,0.49759918056630686,0.05596804402271483,0.8681429658848181,0.009728059465208234,0.0038942410508863165,0.011827177853410581,0.06446869492937925,0.1124761579370344,1.421489e-05,1.420708e-05,0.0005493999611121113
10.0,10.0,0.9,0.75,0.4500991601375108,0.0633723655163808,0.8844961040013364,0.038188375728970984,0.005859981398780783,0.062175852466520326,0.07164798717562813,0.14079645360151255,2.027845e-05,2.020744e-05,0.0035017979988936805
1.0,1.0,0.9,0.8,0.464805507238387,0.02143612559360398,0.8977005482252849,0.029235034346293272,0.0075788149605536806,0.04938734863759336,0.02387892670443643,0.04611848452692694,5.782990e-05,5.736676e-05,0.008008691501619144
1.0,3.0,0.9,0.8,0.45171722677596415,0.05983453735344466,0.9088611518061621,0.08254271762300117,0.022348623297060104,0.09600465045424114,0.06583462967312075,0.1324601627006811,6.014828e-05,5.910574e-05,0.01733287633290374
1.0,10.0,0.9,0.8,0.4869214186624836,0.16422290050509689,0.7936813769596192,0.13105221628583386,0.05490922273743177,0.1205750281646615,0.20691288125493235,0.33726776890652715,4.334526e-05,4.183076e-05,0.03494051812514154
