$m_1$,$m_3$,$\alpha_{12}$,$\alpha_{23}$,co1$_{theo}$,co1$_{approx}$,co1$_{saa}$,$err1$,co2$_{theo}$,co2$_{approx}$,co2$_{saa}$,$err2$
1.0,5.5,0.75,0.8833333333333333,3.162277662330051e-08,3.162277662287363e-08,3.162277660168379e-08,6.835806299616776e-10,3.721557007710358e-09,4.096246789844067e-09,6.822570004754199e-09,0.8332568843145843
1.0,10.0,0.75,0.8833333333333333,3.1622776615124974e-08,3.162277661500838e-08,3.162277660168379e-08,4.250474963588566e-10,2.223014730050813e-09,2.456299175801243e-09,4.3313764102349945e-09,0.9484245208469624
5.5,1.0,0.75,0.8833333333333333,3.1622776598872344e-08,3.162277660099223e-08,3.162277660168379e-08,8.890579000659567e-11,1.2034867793057146e-08,1.1570577221387978e-08,6.82258143583556e-09,0.4330987632642319
5.5,5.5,0.75,0.8833333333333333,3.1622776609145894e-08,3.162277660829487e-08,3.162277660168379e-08,2.3597239031822053e-10,1.0919398234236204e-08,1.1619674054958253e-08,1.3102435593816754e-08,0.19992286321566236
5.5,10.0,0.75,0.8833333333333333,3.162277660885313e-08,3.1622776608381685e-08,3.162277660168379e-08,2.2671443098745696e-10,8.187009433736831e-09,8.866411726428289e-09,1.1998047877368646e-08,0.465498235280807
10.0,1.0,0.75,0.8833333333333333,3.162277660003266e-08,3.162277660256898e-08,3.162277660168379e-08,5.221337559564403e-11,9.584870551056217e-09,8.806532567029928e-09,4.33139092452195e-09,0.5481012600587865
10.0,5.5,0.75,0.8833333333333333,3.162277660450296e-08,3.162277660400089e-08,3.162277660168379e-08,8.91499987234577e-11,1.2840528986899639e-08,1.3301444288036406e-08,1.199806797987066e-08,0.06560952495714835
10.0,10.0,0.75,0.8833333333333333,3.162277660578788e-08,3.1622776605319886e-08,3.162277660168379e-08,1.2978260697489585e-10,1.0919404843608634e-08,1.161966124771795e-08,1.3102413651725028e-08,0.1999201274595251
1.0,1.0,0.75,0.9055555555555554,3.162277662885885e-08,3.162277662315398e-08,3.162277660168379e-08,8.593508590557895e-10,1.278437315891411e-08,1.3494639277237525e-08,1.6976721814848538e-08,0.3279275881439088
1.0,5.5,0.75,0.9055555555555554,3.162277662269253e-08,3.162277662224943e-08,3.162277660168379e-08,6.643546854133868e-10,4.168127673500798e-09,4.48548032863253e-09,8.839936906503188e-09,1.1208412023229968
1.0,10.0,0.75,0.9055555555555554,3.162277661494789e-08,3.162277661481608e-08,3.162277660168379e-08,4.194476457316862e-10,2.4777457517962475e-09,2.671957236469789e-09,5.6121230136433875e-09,1.2650116581069168
5.5,1.0,0.75,0.9055555555555554,3.162277657496056e-08,3.162277657689733e-08,3.162277660168379e-08,8.450628709177908e-10,1.6520598343620885e-08,1.6211834157409684e-08,8.839949881950604e-09,0.46491345542796386
5.5,5.5,0.75,0.9055555555555554,3.162277660662475e-08,3.1622776605587476e-08,3.162277660168379e-08,1.562467142286314e-10,1.2784378954892493e-08,1.3494629598052139e-08,1.6976697035008507e-08,0.32792504781873993
5.5,10.0,0.75,0.9055555555555554,3.162277660795146e-08,3.1622776607442187e-08,3.162277660168379e-08,1.9820102115089133e-10,9.362459557943172e-09,9.984879521423086e-09,1.554575595236912e-08,0.6604350444622215
10.0,1.0,0.75,0.9055555555555554,3.162277658018827e-08,3.162277658435558e-08,3.162277660168379e-08,6.797479976950817e-10,1.4354701219648646e-08,1.3500929193495199e-08,5.612139488844307e-09,0.6090382235777616
10.0,5.5,0.75,0.9055555555555554,3.1622776600993606e-08,3.1622776600178786e-08,3.162277660168379e-08,2.1825606174087805e-11,1.561726579813092e-08,1.6208107210895788e-08,1.5545778770765447e-08,0.004577435531258637
10.0,10.0,0.75,0.9055555555555554,3.1622776604401266e-08,3.162277660383078e-08,3.162277660168379e-08,8.593406058833205e-11,1.2784384731061286e-08,1.3494619889414476e-08,1.6976672130211233e-08,0.32792249977930127
1.0,1.0,0.75,0.9277777777777777,3.162277661715733e-08,3.162277661157428e-08,3.162277660168379e-08,4.893162454002251e-10,1.4168185961491164e-08,1.4789303303155984e-08,2.127800595737515e-08,0.5018158298605291
1.0,5.5,0.75,0.9277777777777777,3.1622776622223064e-08,3.162277662183973e-08,3.162277660168379e-08,6.49508803398906e-10,4.480528918979963e-09,4.723587224032755e-09,1.107965701908893e-08,1.4728457776836144
1.0,10.0,0.75,0.9277777777777777,3.1622776614811175e-08,3.162277661469238e-08,3.162277660168379e-08,4.151242931921314e-10,2.654955945005452e-09,2.8018641044536e-09,7.034032823441046e-09,1.6493971911939205
5.5,1.0,0.75,0.9277777777777777,3.1622776544564145e-08,3.162277654492313e-08,3.162277660168379e-08,1.8062818381954424e-09,2.087368717065839e-08,2.083110881891149e-08,1.1079671817825377e-08,0.4692038964060078
5.5,5.5,0.75,0.9277777777777777,3.162277660449714e-08,3.1622776603482076e-08,3.162277660168379e-08,8.896584817954164e-11,1.4168190776481855e-08,1.4789297058317252e-08,2.1277977711185922e-08,0.5018133258415595
5.5,10.0,0.75,0.9277777777777777,3.1622776607228695e-08,3.162277660677219e-08,3.162277660168379e-08,1.7534521824961277e-10,1.0206545107289442e-08,1.0711436344166018e-08,1.9484490516034552e-08,0.909019194175595
10.0,1.0,0.75,0.9277777777777777,3.162277654746869e-08,3.162277655216548e-08,3.162277660168379e-08,1.7144321503139739e-09,1.98560731502697e-08,1.916650704196838e-08,7.034051613710291e-09,0.6457481013251227
10.0,5.5,0.75,0.9277777777777777,3.162277659775297e-08,3.162277659678449e-08,3.162277660168379e-08,1.2430350053876688e-10,1.7800477781920046e-08,1.8408620017940523e-08,1.9484516540833806e-08,0.09460637964584517
10.0,10.0,0.75,0.9277777777777777,3.162277660323112e-08,3.162277660267289e-08,3.162277660168379e-08,4.893089214463515e-11,1.4168195556655581e-08,1.4789290769232687e-08,2.1277949308375448e-08,0.5018108144604218
1.0,1.0,0.75,0.95,3.162277660885281e-08,3.162277660448258e-08,3.162277660168379e-08,2.2670417715035536e-10,1.507309052371548e-08,1.5528985248883742e-08,2.6080519907644252e-08,0.730270236658505
1.0,5.5,0.75,0.95,3.16227766218986e-08,3.1622776621623126e-08,3.162277660168379e-08,6.392482699224698e-10,4.682575847315876e-09,4.844729313763053e-09,1.358037218873816e-08,1.9001926784640633
1.0,10.0,0.75,0.95,3.162277661471576e-08,3.162277661462838e-08,3.162277660168379e-08,4.1210694467962905e-10,2.7696442589345772e-09,2.8667890642402694e-09,8.621637997462402e-09,2.1129044712691587
5.5,1.0,0.75,0.95,3.162277651624017e-08,3.162277651445753e-08,3.162277660168379e-08,2.7019645580388752e-09,2.423573133186822e-08,2.4433032113429714e-08,1.3580389158355398e-08,0.43965424552721555
5.5,5.5,0.75,0.95,3.1622776602987276e-08,3.1622776602192673e-08,3.162277660168379e-08,4.121979737945361e-11,1.507309431316955e-08,1.552898214741623e-08,2.6080487531673213e-08,0.7302676537282969
5.5,10.0,0.75,0.95,3.162277660672651e-08,3.1622776606390086e-08,3.162277660168379e-08,1.5946474498312174e-10,1.0753490313484968e-08,1.110450121604562e-08,2.3882206411434678e-08,1.220879520529831
10.0,1.0,0.75,0.95,3.162277650907012e-08,3.162277651143088e-08,3.162277660168379e-08,2.9287013813864593e-09,2.4801137565112863e-08,2.452676998545822e-08,8.621659544144484e-09,0.6523683834457514
10.0,5.5,0.75,0.95,3.162277659534128e-08,3.1622776594475985e-08,3.162277660168379e-08,2.0056777424410876e-10,1.9265258204290702e-08,1.9765756161943893e-08,2.38822362539054e-08,0.23965305840470996
10.0,10.0,0.75,0.95,3.162277660240065e-08,3.1622776601963683e-08,3.162277660168379e-08,2.266914122157239e-11,1.5073098055638726e-08,1.5528978991796165e-08,2.6080454963727732e-08,0.730265063456629
1.0,1.0,0.7722222222222223,0.75,3.162277667029363e-08,3.162277667013598e-08,3.162277660168379e-08,2.1696336629925883e-09,-5.593471248627735e-09,-5.790958993222351e-09,-5.833020598933127e-09,0.04282659902187957
1.0,5.5,0.7722222222222223,0.75,3.162277662236441e-08,3.1622776622450327e-08,3.162277660168379e-08,6.539786393234747e-10,-4.1037076553375824e-09,-4.36401149289654e-09,-3.0373182489227915e-09,0.2598599841847328
1.0,10.0,0.7722222222222223,0.75,3.16227766143001e-08,3.162277661447598e-08,3.162277660168379e-08,3.9896278109197655e-10,-2.809002091181763e-09,-3.0157762353487724e-09,-1.92827855943375e-09,0.3135360897426344
5.5,1.0,0.7722222222222223,0.75,3.162277662495987e-08,3.162277662501743e-08,3.162277660168379e-08,7.360541181234299e-10,-2.2406915107702445e-09,-2.3035525281472646e-09,-3.03731252224656e-09,0.3555246260572811
5.5,5.5,0.7722222222222223,0.75,3.162277661415826e-08,3.162277661412968e-08,3.162277660168379e-08,3.9447725051650855e-10,-5.593463724218935e-09,-5.7909688499133e-09,-5.833031644471965e-09,0.042829976569926445
5.5,10.0,0.7722222222222223,0.75,3.162277661026167e-08,3.1622776610230784e-08,3.162277660168379e-08,2.712562623068702e-10,-5.840945546062738e-09,-6.092399533570472e-09,-5.341391808441722e-09,0.08552617614416125
10.0,1.0,0.7722222222222223,0.75,3.1622776615669993e-08,3.162277661571578e-08,3.162277660168379e-08,4.4228252242364897e-10,-1.3644292113902454e-09,-1.4022477991082911e-09,-1.9282712881506013e-09,0.4132439206471148
10.0,5.5,0.7722222222222223,0.75,3.1622776610904923e-08,3.162277661090269e-08,3.162277660168379e-08,2.915977824943899e-10,-4.553867491564917e-09,-4.694496046721976e-09,-5.3413817376062244e-09,0.17293306129350752
10.0,10.0,0.7722222222222223,0.75,3.162277660854477e-08,3.162277660852898e-08,3.162277660168379e-08,2.1696324116572775e-10,-5.593456217976286e-09,-5.7909787129507e-09,-5.8330426470376234e-09,0.042833343057437974
1.0,1.0,0.7722222222222223,0.7722222222222223,3.1622776676284604e-08,3.162277667651448e-08,3.162277660168379e-08,2.3590848120814588e-09,-3.5148421368110002e-09,-3.6557675395540002e-09,-3.567271461685645e-09,0.014916551820507527
1.0,5.5,0.7722222222222223,0.7722222222222223,3.162277662450658e-08,3.162277662491163e-08,3.162277660168379e-08,7.217198816557432e-10,-2.371253600609584e-09,-2.42331743973497e-09,-1.8575205605365009e-09,0.21665039957810356
1.0,10.0,0.7722222222222223,0.7722222222222223,3.162277661528844e-08,3.162277661560198e-08,3.162277660168379e-08,4.302166858278727e-10,-1.5853025794324091e-09,-1.6188343176210905e-09,-1.1792714464827803e-09,0.2561221676022261
5.5,1.0,0.7722222222222223,0.7722222222222223,3.1622776625502345e-08,3.162277662554993e-08,3.162277660168379e-08,7.532087875766271e-10,-1.4603082727848583e-09,-1.5674359836147133e-09,-1.8575141467544876e-09,0.2720013858526899
5.5,5.5,0.7722222222222223,0.7722222222222223,3.162277661524761e-08,3.162277661528937e-08,3.162277660168379e-08,4.289255394015224e-10,-3.514833660520549e-09,-3.6557796446303e-09,-3.567283808240965e-09,0.01492251206921931
5.5,10.0,0.7722222222222223,0.7722222222222223,3.162277661121497e-08,3.162277661128179e-08,3.162277660168379e-08,3.0140233411998025e-10,-3.5709943898714994e-09,-3.6784876768822733e-09,-3.2666187223551632e-09,0.08523554906152875
10.0,1.0,0.7722222222222223,0.7722222222222223,3.162277661585652e-08,3.162277661589608e-08,3.162277660168379e-08,4.481809898982676e-10,-8.922906491153368e-10,-9.641475511407727e-10,-1.1792633027668877e-09,0.32161342712273233
10.0,5.5,0.7722222222222223,0.7722222222222223,3.162277661145075e-08,3.162277661146429e-08,3.162277660168379e-08,3.088583385255413e-10,-2.9177221090887785e-09,-3.071411203686108e-09,-3.266607443187503e-09,0.11957455886972171
10.0,10.0,0.7722222222222223,0.7722222222222223,3.162277660914383e-08,3.1622776609166885e-08,3.162277660168379e-08,2.359071005799422e-10,-3.5148251981277504e-09,-3.6557917553291e-09,-3.567296128504431e-09,0.014928460853367792
1.0,1.0,0.7722222222222223,0.7944444444444444,3.162277667981823e-08,3.162277668032338e-08,3.162277660168379e-08,2.470827780133881e-09,-1.1095803155887e-09,-1.1488351748508495e-09,-1.0983031792472805e-09,0.010163425020239567
1.0,5.5,0.7722222222222223,0.7944444444444444,3.162277662550025e-08,3.162277662592593e-08,3.162277660168379e-08,7.531424515285091e-10,-7.932496012461574e-10,-6.666625329512825e-10,-5.719047203994384e-10,0.27903560304221614
1.0,10.0,0.7722222222222223,0.7944444444444444,3.1622776615734606e-08,3.162277661602528e-08,3.162277660168379e-08,4.4432575641174276e-10,-5.297094892238454e-10,-4.3223538206652707e-10,-3.630845799116833e-10,0.31455904170474375
5.5,1.0,0.7722222222222223,0.7944444444444444,3.162277662587894e-08,3.162277662595403e-08,3.162277660168379e-08,7.651176776785291e-10,-3.758141515454607e-10,-5.425117057963333e-10,-5.718975174127337e-10,0.5217562059888359
5.5,5.5,0.7722222222222223,0.7944444444444444,3.1622776615890076e-08,3.1622776615981873e-08,3.162277660168379e-08,4.492421574068206e-10,-1.1095709705437008e-09,-1.1488495600466504e-09,-1.0983170212329108e-09,0.010142613324928119
5.5,10.0,0.7722222222222223,0.7944444444444444,3.1622776611726916e-08,3.162277661183079e-08,3.162277660168379e-08,3.175914688048633e-10,-1.1715731539295404e-09,-1.0993620775330949e-09,-1.0057556214596878e-09,0.1415340833935028
10.0,1.0,0.7722222222222223,0.7944444444444444,3.162277661598878e-08,3.1622776616037884e-08,3.162277660168379e-08,4.5236350912393953e-10,-2.1592350333099082e-10,-3.3868598587896367e-10,-3.6307543412584166e-10,0.6815002930425805
10.0,5.5,0.7722222222222223,0.7944444444444444,3.162277661179877e-08,3.1622776611839386e-08,3.162277660168379e-08,3.198636354013657e-10,-8.64680288499766e-10,-1.008591939325085e-09,-1.0057429544104993e-09,0.16313852389937009
10.0,10.0,0.7722222222222223,0.7944444444444444,3.162277660949719e-08,3.1622776609547785e-08,3.162277660168379e-08,2.4708127187656925e-10,-1.1095616329724008e-09,-1.1488639472928005e-09,-1.0983308551037345e-09,0.010121815260122336
1.0,1.0,0.7722222222222223,0.8166666666666667,3.162277667945689e-08,3.162277667984478e-08,3.162277660168379e-08,2.4594012389381898e-09,1.5743402903385998e-09,1.6832561734987005e-09,1.6021575465335226e-09,0.01766915092348942
1.0,5.5,0.7722222222222223,0.8166666666666667,3.1622776625621704e-08,3.162277662587223e-08,3.162277660168379e-08,7.569832459359332e-10,5.949565781688917e-10,8.554784916099235e-10,8.342514421344204e-10,0.4022055940653866
1.0,10.0,0.7722222222222223,0.8166666666666667,3.16227766158197e-08,3.162277661600688e-08,3.162277660168379e-08,4.470166562327969e-10,3.563794084697456e-10,5.407493193454642e-10,5.296285595394556e-10,0.4861368164160296
5.5,1.0,0.7722222222222223,0.8166666666666667,3.162277662566851e-08,3.162277662585813e-08,3.162277660168379e-08,7.584633559306791e-10,1.1412357704798593e-09,8.985478348763968e-10,8.342595566341077e-10,0.26898579748922197
5.5,5.5,0.7722222222222223,0.8166666666666667,3.162277661582439e-08,3.1622776615894874e-08,3.162277660168379e-08,4.4716502297773214e-10,1.5743503005252991e-09,1.6832398480070502e-09,1.6021419761243662e-09,0.01765279022705051
5.5,10.0,0.7722222222222223,0.8166666666666667,3.1622776611726314e-08,3.162277661178099e-08,3.162277660168379e-08,3.175724259645352e-10,1.259541081386833e-09,1.5256434759005379e-09,1.467087644382894e-09,0.1647795106194863
