$m_1$,$m_3$,$\alpha_{12}$,$\alpha_{23}$,co1$_{theo}$,co1$_{approx}$,co1$_{saa}$,$err1$,co2$_{theo}$,co2$_{approx}$,co2$_{saa}$,$err2$
10.0,1.0,0.7944444444444444,0.8166666666666667,3.1622776616017654e-08,3.162277661605318e-08,3.162277660168379e-08,4.5327651914953184e-10,-5.055559440415459e-11,-1.6245726913892733e-10,-1.6870445688215143e-10,2.337008670761223
10.0,5.5,0.7944444444444444,0.8166666666666667,3.1622776611842344e-08,3.162277661187469e-08,3.162277660168379e-08,3.212416255503723e-10,-3.84976191301946e-10,-4.733714627780466e-10,-4.673310126116057e-10,0.21392185587151508
10.0,10.0,0.7944444444444444,0.8166666666666667,3.162277660954181e-08,3.162277660958049e-08,3.162277660168379e-08,2.484923254188781e-10,-5.643927348970001e-10,-5.3214253810005e-10,-5.103624339732735e-10,0.09573174419686137
1.0,1.0,0.7944444444444444,0.8388888888888889,3.162277667853625e-08,3.162277667860798e-08,3.162277660168379e-08,2.4302880843921384e-09,2.4216665821821496e-09,2.596980553397251e-09,2.494419169769891e-09,0.030042363438068577
1.0,5.5,0.7944444444444444,0.8388888888888889,3.162277662559855e-08,3.162277662571083e-08,3.162277660168379e-08,7.562510382628628e-10,9.851346960186134e-10,1.2632593731265844e-09,1.2988598310445152e-09,0.3184591267506978
1.0,10.0,0.7944444444444444,0.8388888888888889,3.162277661584167e-08,3.162277661594858e-08,3.162277660168379e-08,4.4771140601161873e-10,5.999785795605456e-10,7.925051402833729e-10,8.245895368588046e-10,0.37436496060038565
5.5,1.0,0.7944444444444444,0.8388888888888889,3.162277662541868e-08,3.162277662561353e-08,3.162277660168379e-08,7.505630883452131e-10,1.6802695568062626e-09,1.454773441255968e-09,1.2988691624828408e-09,0.22698762396693106
5.5,5.5,0.7944444444444444,0.8388888888888889,3.162277661565692e-08,3.1622776615669973e-08,3.162277660168379e-08,4.418690207480567e-10,2.4216800461132502e-09,2.596962093781699e-09,2.4944012695874834e-09,0.030029245023903705
5.5,10.0,0.7944444444444444,0.8388888888888889,3.162277661164553e-08,3.162277661164699e-08,3.162277660168379e-08,3.150177556928244e-10,1.9911317553050853e-09,2.3098090233599565e-09,2.2841387599298003e-09,0.14715601006515003
10.0,1.0,0.7944444444444444,0.8388888888888889,3.162277661579838e-08,3.162277661590528e-08,3.162277660168379e-08,4.463424141281683e-10,1.1302410136682091e-09,9.364850432330362e-10,8.246013851843031e-10,0.2704198704415702
10.0,5.5,0.7944444444444444,0.8388888888888889,3.162277661157555e-08,3.1622776611617086e-08,3.162277660168379e-08,3.1280481023710105e-10,2.4870526232719916e-09,2.450473864634224e-09,2.2841551700357428e-09,0.0815814877971158
10.0,10.0,0.7944444444444444,0.8388888888888889,3.1622776609369014e-08,3.162277660937619e-08,3.162277660168379e-08,2.43028076553845e-10,2.4216935127932506e-09,2.59694363859355e-09,2.4943833510744895e-09,0.030016118017096347
1.0,1.0,0.7944444444444444,0.861111111111111,3.162277667064591e-08,3.162277666970658e-08,3.162277660168379e-08,2.1807737245431217e-09,5.563898040439835e-09,5.907034881630574e-09,5.837118073099158e-09,0.049105866188325166
1.0,5.5,0.7944444444444444,0.861111111111111,3.162277662494483e-08,3.162277662482183e-08,3.162277660168379e-08,7.355786749015707e-10,2.189107822435986e-09,2.520594475333732e-09,3.039435432645222e-09,0.38843569124110666
1.0,10.0,0.7944444444444444,0.861111111111111,3.162277661564119e-08,3.162277661564028e-08,3.162277660168379e-08,4.413716050178524e-10,1.3303834461407456e-09,1.5493703753233365e-09,1.929612257302978e-09,0.45041812035508305
5.5,1.0,0.7944444444444444,0.861111111111111,3.162277662256298e-08,3.162277662310113e-08,3.162277660168379e-08,6.602579636018965e-10,4.259706457868086e-09,3.944844071466557e-09,3.039446118278405e-09,0.2864658284928867
5.5,5.5,0.7944444444444444,0.861111111111111,3.1622776614222315e-08,3.162277661405157e-08,3.162277660168379e-08,3.9650290649834373e-10,5.563911828824914e-09,5.907015621124495e-09,5.837097599597888e-09,0.0490995866177609
5.5,10.0,0.7944444444444444,0.861111111111111,3.1622776610935814e-08,3.162277661079209e-08,3.162277660168379e-08,2.925746174246753e-10,4.4876495409627815e-09,4.951689837305441e-09,5.345086193205108e-09,0.19106586742474804
10.0,1.0,0.7944444444444444,0.861111111111111,3.162277661450606e-08,3.162277661484558e-08,3.162277660168379e-08,4.0547564174505594e-10,2.9544643448351995e-09,2.6400395834881728e-09,1.9296258250781326e-09,0.3468779447444077
10.0,5.5,0.7944444444444444,0.861111111111111,3.162277661030991e-08,3.162277661030209e-08,3.162277660168379e-08,2.7278178215307114e-10,5.8881662963027405e-09,5.959668390471308e-09,5.34510498477361e-09,0.09222927549959424
10.0,10.0,0.7944444444444444,0.861111111111111,3.162277660857998e-08,3.162277660848609e-08,3.162277660168379e-08,2.18076514908207e-10,5.563925623984785e-09,5.906996366965056e-09,5.837077083158458e-09,0.04909329808367337
1.0,1.0,0.7944444444444444,0.8833333333333333,3.1622776657003156e-08,3.162277665448008e-08,3.162277660168379e-08,1.7493519004727483e-09,8.61970213114687e-09,9.112821592823111e-09,9.577729952580409e-09,0.11114395913656365
1.0,5.5,0.7944444444444444,0.8833333333333333,3.162277662405742e-08,3.162277662375693e-08,3.162277660168379e-08,7.07516224664079e-10,3.1365978591540495e-09,3.4716480504811522e-09,4.987208060484353e-09,0.5900055679529856
1.0,10.0,0.7944444444444444,0.8833333333333333,3.1622776615367086e-08,3.162277661528968e-08,3.162277660168379e-08,4.3270376447894496e-10,1.887862214276591e-09,2.101468470119682e-09,3.1661761226341095e-09,0.677122460892812
5.5,1.0,0.7944444444444444,0.8833333333333333,3.162277661436721e-08,3.162277661551433e-08,3.162277660168379e-08,4.010849068473076e-10,7.877712626602624e-09,7.494182788880707e-09,4.9872203648659305e-09,0.3669202468716175
5.5,5.5,0.7944444444444444,0.8833333333333333,3.162277661174187e-08,3.1622776611283177e-08,3.162277660168379e-08,3.1806440088334043e-10,8.61971532623266e-09,9.112803455418617e-09,9.577706400953462e-09,0.11113952589655898
5.5,10.0,0.7944444444444444,0.8833333333333333,3.162277660985499e-08,3.1622776609554085e-08,3.162277660168379e-08,2.583960672246167e-10,6.685267700181405e-09,7.23217795838846e-09,8.770406704393134e-09,0.3119005996057792
10.0,1.0,0.7944444444444444,0.8833333333333333,3.162277661018824e-08,3.162277661113908e-08,3.162277660168379e-08,2.6893429135851476e-10,5.795349094755564e-09,5.317924973369681e-09,3.166191745768036e-09,0.45366677761772006
10.0,5.5,0.7944444444444444,0.8833333333333333,3.162277660772558e-08,3.162277660755109e-08,3.162277660168379e-08,1.9105807266827367e-10,9.63251070716586e-09,9.861731006761734e-09,8.770428342663373e-09,0.08949716130200223
10.0,10.0,0.7944444444444444,0.8833333333333333,3.1622776607215744e-08,3.162277660696339e-08,3.162277660168379e-08,1.7493569255145176e-10,8.619728525503131e-09,9.112785318083955e-09,9.577682778851752e-09,0.11113508395471255
1.0,1.0,0.7944444444444444,0.9055555555555554,3.162277664012771e-08,3.162277663608788e-08,3.162277660168379e-08,1.2157035055795197e-09,1.130929877093502e-08,1.18829639159311e-08,1.3791313196121755e-08,0.21946669510275293
1.0,5.5,0.7944444444444444,0.9055555555555554,3.162277662318637e-08,3.162277662280853e-08,3.162277660168379e-08,6.799712793052015e-10,3.839839863293069e-09,4.138509418917369e-09,7.181261301610994e-09,0.8701981221300992
1.0,10.0,0.7944444444444444,0.9055555555555554,3.1622776615102356e-08,3.162277661498968e-08,3.162277660168379e-08,4.243322389058082e-10,2.2927018044368764e-09,2.4781648074007584e-09,4.55909373333831e-09,0.9885245104773209
5.5,1.0,0.7944444444444444,0.9055555555555554,3.1622776596201166e-08,3.162277659794253e-08,3.162277660168379e-08,1.733758538000739e-10,1.2622962299027377e-08,1.2255577300288661e-08,7.1812755601245675e-09,0.43109427169263603
5.5,5.5,0.7944444444444444,0.9055555555555554,3.162277660867362e-08,3.162277660793907e-08,3.162277660168379e-08,2.2103778121079336e-10,1.130931038048507e-08,1.1882948944761635e-08,1.3791285926150436e-08,0.2194630319765715
5.5,10.0,0.7944444444444444,0.9055555555555554,3.1622776608668975e-08,3.1622776608266985e-08,3.162277660168379e-08,2.2089087929966272e-10,8.462414830483933e-09,9.010496630695234e-09,1.2628831971464259e-08,0.49234376055068246
10.0,1.0,0.7944444444444444,0.9055555555555554,3.162277659823774e-08,3.162277660046348e-08,3.162277660168379e-08,1.0897380479937536e-10,1.0116271114396436e-08,9.468942031969344e-09,4.5591118376744155e-09,0.5493288202620078
10.0,5.5,0.7944444444444444,0.9055555555555554,3.162277660393562e-08,3.162277660348139e-08,3.162277660168379e-08,7.120913198211711e-11,1.3341222784303449e-08,1.3732707813464245e-08,1.262885704623514e-08,0.0533958355681189
10.0,10.0,0.7944444444444444,0.9055555555555554,3.1622776605528177e-08,3.162277660512419e-08,3.162277660168379e-08,1.2157012050278624e-10,1.1309321981309355e-08,1.1882933958396197e-08,1.3791258554687023e-08,0.2194593608245928
1.0,1.0,0.7944444444444444,0.9277777777777777,3.162277662386747e-08,3.162277661919778e-08,3.162277660168379e-08,7.015095687481016e-10,1.33995607590565e-08,1.3950481631312631e-08,1.8573087584143922e-08,0.3860967473572398
1.0,5.5,0.7944444444444444,0.9277777777777777,3.162277662247981e-08,3.162277662212253e-08,3.162277660168379e-08,6.576277497566205e-10,4.324895668032255e-09,4.560546489741859e-09,9.671176958023472e-09,1.2361642222975688
1.0,10.0,0.7944444444444444,0.9277777777777777,3.162277661489023e-08,3.162277661477878e-08,3.162277660168379e-08,4.176241368241554e-10,2.568193318068971e-09,2.711804426245569e-09,6.139842581342431e-09,1.3907244591536392
5.5,1.0,0.7944444444444444,0.9277777777777777,3.162277656516602e-08,3.162277656653473e-08,3.162277660168379e-08,1.154793414098118e-09,1.804142462450503e-08,1.7840383590964722e-08,9.671193601894968e-09,0.4639451261094466
5.5,5.5,0.7944444444444444,0.9277777777777777,3.162277660571722e-08,3.162277660486817e-08,3.162277660168379e-08,1.2754810753423684e-10,1.33995699915356e-08,1.3950471239403614e-08,1.8573055772327726e-08,0.3860934182261204
5.5,10.0,0.7944444444444444,0.9277777777777777,3.1622776607626793e-08,3.162277660722039e-08,3.162277660168379e-08,1.879342098057433e-10,9.760022937298904e-09,1.023112131095093e-08,1.700755562974946e-08,0.7425733258016625
10.0,1.0,0.7944444444444444,0.9277777777777777,3.162277657099824e-08,3.162277657478918e-08,3.162277660168379e-08,9.703622494397742e-10,1.609356103548276e-08,1.540382972910288e-08,6.139863714417114e-09,0.6184894256230759
10.0,5.5,0.7944444444444444,0.9277777777777777,3.162277659971539e-08,3.162277659900519e-08,3.162277660168379e-08,6.224623205029703e-11,1.6518411308195775e-08,1.7001185618054746e-08,1.7007584899366605e-08,0.029613840099024676
10.0,10.0,0.7944444444444444,0.9277777777777777,3.162277660390216e-08,3.1622776603435185e-08,3.162277660168379e-08,7.015089414050605e-11,1.339957919757978e-08,1.3950460813183104e-08,1.8573023823821066e-08,0.3860900816329896
1.0,1.0,0.7944444444444444,0.95,3.1622776611583026e-08,3.162277660755518e-08,3.162277660168379e-08,3.1304127627634194e-10,1.4784115118495954e-08,1.5212921635711624e-08,2.4045689870667862e-08,0.6264544531708249
1.0,5.5,0.7944444444444444,0.95,3.162277662199472e-08,3.162277662172693e-08,3.162277660168379e-08,6.422880094656209e-10,4.627379048580503e-09,4.787054233976029e-09,1.2520813089440176e-08,1.7058109910579005
1.0,10.0,0.7944444444444444,0.95,3.162277661474507e-08,3.162277661465978e-08,3.162277660168379e-08,4.130339752580612e-10,2.7390792917136047e-09,2.8351431167580997e-09,7.948963574872897e-09,1.9020567600655032
5.5,1.0,0.7944444444444444,0.95,3.162277652812702e-08,3.162277652762033e-08,3.162277660168379e-08,2.326069350933071e-09,2.288596664268357e-08,2.294627391673256e-08,1.2520832682062203e-08,0.4529034810917635
5.5,5.5,0.7944444444444444,0.95,3.1622776603483624e-08,3.162277660275137e-08,3.162277660168379e-08,5.691570158180885e-11,1.4784121637786844e-08,1.5212916078257703e-08,2.4045652440690057e-08,0.626451204191367
5.5,10.0,0.7944444444444444,0.95,3.16227766068815e-08,3.162277660656179e-08,3.162277660168379e-08,1.6436586985633714e-10,1.0590661778476754e-08,1.0929564852297286e-08,2.201887726068096e-08,1.0790841706822893
10.0,1.0,0.7944444444444444,0.95,3.1622776526773766e-08,3.162277653006358e-08,3.162277660168379e-08,2.3688630078799543e-09,2.2656459208573742e-08,2.2235819597683233e-08,7.948988452037375e-09,0.6491513356584294
10.0,5.5,0.7944444444444444,0.95,3.1622776596200385e-08,3.1622776595451985e-08,3.162277660168379e-08,1.7340054671393016e-10,1.875841825376325e-08,1.9203710598101764e-08,2.201891171591571e-08,0.17381494633740519
10.0,10.0,0.7944444444444444,0.95,3.1622776602673656e-08,3.1622776602270984e-08,3.162277660168379e-08,3.1302244278618006e-11,1.4784128113935932e-08,1.521291047101074e-08,2.4045614833739488e-08,0.6264479479904818
1.0,1.0,0.8166666666666667,0.75,3.162277665372922e-08,3.162277665369998e-08,3.162277660168379e-08,1.6458210001823329e-09,-9.200629049713414e-09,-9.247184631917935e-09,-1.0247882685579922e-08,0.11382413422038005
1.0,5.5,0.8166666666666667,0.75,3.162277661277946e-08,3.162277661169403e-08,3.162277660168379e-08,3.5087584255344297e-10,-8.318014947899584e-09,-8.752564781490748e-09,-5.3361811931529004e-09,0.3584790089250367
1.0,10.0,0.8166666666666667,0.75,3.1622776609329694e-08,3.162277660864798e-08,3.162277660168379e-08,2.4178464185882953e-10,-6.091836745707454e-09,-6.527110421069718e-09,-3.3877368964892957e-09,0.4438890866738299
5.5,1.0,0.8166666666666667,0.75,3.162277662385371e-08,3.1622776623948026e-08,3.162277660168379e-08,7.010743038266511e-10,-3.3595769156884303e-09,-3.321073536805367e-09,-5.3361756365341055e-09,0.5883475123356832
5.5,5.5,0.8166666666666667,0.75,3.162277661114666e-08,3.162277661114127e-08,3.162277660168379e-08,2.992421226835686e-10,-9.200620689314025e-09,-9.247191921301065e-09,-1.0247893440653086e-08,0.11382631527842531
5.5,10.0,0.8166666666666667,0.75,3.162277660715379e-08,3.162277660703109e-08,3.162277660168379e-08,1.7297658187889563e-10,-1.025183575861319e-08,-1.0436686052589065e-08,-9.384136964834045e-09,0.08463838225755213
10.0,1.0,0.8166666666666667,0.75,3.16227766153199e-08,3.162277661536498e-08,3.162277660168379e-08,4.312115172883031e-10,-2.0228165532178058e-09,-1.995826543660091e-09,-3.3877298411319304e-09,0.6747588088217302
10.0,5.5,0.8166666666666667,0.75,3.1622776609583506e-08,3.162277660962329e-08,3.162277660168379e-08,2.4981088516529126e-10,-7.1489636045900624e-09,-7.123842023302331e-09,-9.384127193059262e-09,0.3126556116517492
10.0,10.0,0.8166666666666667,0.75,3.162277660688835e-08,3.162277660688539e-08,3.162277660168379e-08,1.6458266526936927e-10,-9.200612340967835e-09,-9.24719921021928e-09,-1.024790412024353e-08,0.1138284866771734
1.0,1.0,0.8166666666666667,0.7722222222222223,3.1622776662456904e-08,3.162277666242048e-08,3.162277660168379e-08,1.921814534321223e-09,-7.551401762165255e-09,-7.61142447522733e-09,-8.035530463429901e-09,0.06411110367485322
1.0,5.5,0.8166666666666667,0.7722222222222223,3.162277661874649e-08,3.1622776618412626e-08,3.162277660168379e-08,5.395698824822546e-10,-6.105375660020593e-09,-6.375936309135715e-09,-4.18418787423536e-09,0.3146715112659837
1.0,10.0,0.8166666666666667,0.7722222222222223,3.162277661258225e-08,3.1622776612454583e-08,3.162277660168379e-08,3.4463941697736697e-10,-4.304657794389045e-09,-4.551599843673745e-09,-2.6563817306653737e-09,0.3829052487917008
5.5,1.0,0.8166666666666667,0.7722222222222223,3.162277662439979e-08,3.162277662446413e-08,3.162277660168379e-08,7.183430210609439e-10,-2.892389995029515e-09,-2.875346267253267e-09,-4.184181572054541e-09,0.44661735770242994
5.5,5.5,0.8166666666666667,0.7722222222222223,3.162277661273345e-08,3.162277661272677e-08,3.162277660168379e-08,3.4942084399528416e-10,-7.55139154429567e-09,-7.611434089004871e-09,-8.035542632219082e-09,0.06411415499824522
5.5,10.0,0.8166666666666667,0.7722222222222223,3.162277660888638e-08,3.162277660882649e-08,3.162277660168379e-08,2.2776576318334174e-10,-8.133717487343137e-09,-8.284472907368573e-09,-7.358260323364481e-09,0.09533859089467317
10.0,1.0,0.8166666666666667,0.7722222222222223,3.1622776615497986e-08,3.162277661553198e-08,3.162277660168379e-08,4.3684317573654146e-10,-1.7517295025383004e-09,-1.7386651830043094e-09,-2.656373728652165e-09,0.5164291774517766
10.0,5.5,0.8166666666666667,0.7722222222222223,3.1622776610250677e-08,3.162277661027229e-08,3.162277660168379e-08,2.7090867815535514e-10,-6.010657722301679e-09,-6.01537210283106e-09,-7.358249240457463e-09,0.2242003421947885
10.0,10.0,0.8166666666666667,0.7722222222222223,3.162277660776108e-08,3.162277660775749e-08,3.162277660168379e-08,1.9218076319998615e-10,-7.551381341800772e-09,-7.611443707026656e-09,-8.035554741813196e-09,0.06411719632436998
1.0,1.0,0.8166666666666667,0.7944444444444444,3.1622776670983726e-08,3.162277667106578e-08,3.162277660168379e-08,2.1914563394032843e-09,-5.480628941165676e-09,-5.531254150766651e-09,-5.592713497811064e-09,0.02045103907756045
1.0,5.5,0.8166666666666667,0.7944444444444444,3.1622776622822426e-08,3.162277662296053e-08,3.162277660168379e-08,6.684622888478805e-10,-3.944408120286843e-09,-4.039039047909364e-09,-2.9121893726031725e-09,0.261691669879385
1.0,10.0,0.8166666666666667,0.7944444444444444,3.1622776614579955e-08,3.162277661472648e-08,3.162277660168379e-08,4.078124702934701e-10,-2.687220332249091e-09,-2.766630001554864e-09,-1.8488400350990192e-09,0.3119879256228992
5.5,1.0,0.8166666666666667,0.7944444444444444,3.1622776625040395e-08,3.162277662507303e-08,3.162277660168379e-08,7.386006271757129e-10,-2.2230211286276357e-09,-2.2380540612313357e-09,-2.9121821965354963e-09,0.31001102914991574
5.5,5.5,0.8166666666666667,0.7944444444444444,3.1622776614283804e-08,3.1622776614298673e-08,3.162277660168379e-08,3.984473688313125e-10,-5.480616617356716e-09,-5.531266616273101e-09,-5.5927273248724855e-09,0.02045585658386017
5.5,10.0,0.8166666666666667,0.7944444444444444,3.162277661039321e-08,3.162277661040739e-08,3.162277660168379e-08,2.754159719780228e-10,-5.683579009688153e-09,-5.757838024501873e-09,-5.121344616045047e-09,0.09892259660413426
10.0,1.0,0.8166666666666667,0.7944444444444444,3.16227766157121e-08,3.162277661573348e-08,3.162277660168379e-08,4.436140564124087e-10,-1.3561372326620092e-09,-1.3655016822920004e-09,-1.8488309234932248e-09,0.3633066617189544
10.0,5.5,0.8166666666666667,0.7944444444444444,3.162277661096296e-08,3.162277661097389e-08,3.162277660168379e-08,2.9343301007335206e-10,-4.487946013498289e-09,-4.521082406734189e-09,-5.1213319963361465e-09,0.14113048172434275
10.0,10.0,0.8166666666666667,0.7944444444444444,3.1622776608613825e-08,3.1622776608621984e-08,3.162277660168379e-08,2.1914688994444173e-10,-5.480604308417815e-09,-5.531279088190401e-09,-5.592741110722892e-09,0.02046066382366686
1.0,1.0,0.8166666666666667,0.8166666666666667,3.16227766777451e-08,3.162277667799708e-08,3.162277660168379e-08,2.405269768283791e-09,-2.94070448371465e-09,-2.9455316977235998e-09,-2.8818049414686486e-09,0.020029058537565217
1.0,5.5,0.8166666666666667,0.8166666666666667,3.1622776625070875e-08,3.162277662536713e-08,3.162277660168379e-08,7.395644878622751e-10,-1.922520984261398e-09,-1.8534527507879587e-09,-1.5005930400611464e-09,0.21946597600459974
1.0,10.0,0.8166666666666667,0.8166666666666667,3.162277661559052e-08,3.162277661579758e-08,3.162277660168379e-08,4.397692860249274e-10,-1.2758743846319361e-09,-1.223039917579109e-09,-9.526732203353908e-10,0.2533173862486332
5.5,1.0,0.8166666666666667,0.8166666666666667,3.162277662567474e-08,3.162277662568923e-08,3.162277660168379e-08,7.586604807171981e-10,-1.2463772424781823e-09,-1.308144947350378e-09,-1.5005848319810308e-09,0.20395718153310097
5.5,5.5,0.8166666666666667,0.8166666666666667,3.16227766155131e-08,3.162277661555897e-08,3.162277660168379e-08,4.373211301024636e-10,-2.940689945914901e-09,-2.9455473867770506e-09,-2.8818207282816307e-09,0.020018845480479518
5.5,10.0,0.8166666666666667,0.8166666666666667,3.162277661144409e-08,3.162277661150799e-08,3.162277660168379e-08,3.086478209720207e-10,-2.953510943376815e-09,-2.907593259781372e-09,-2.6389345617665734e-09,0.10650929948835039
10.0,1.0,0.8166666666666667,0.8166666666666667,3.1622776615931144e-08,3.162277661594398e-08,3.162277660168379e-08,4.5054083726445503e-10,-7.636035237898e-10,-8.088564324954457e-10,-9.526627983616683e-10,0.24758826888796712
10.0,5.5,0.8166666666666667,0.8166666666666667,3.162277661159007e-08,3.1622776611602786e-08,3.162277660168379e-08,3.132639310247952e-10,-2.4644458716080115e-09,-2.515343763183266e-09,-2.6389201271789867e-09,0.07079654602319732
10.0,10.0,0.8166666666666667,0.8166666666666667,3.162277660928992e-08,3.162277660931508e-08,3.162277660168379e-08,2.405269773490581e-10,-2.9406754187765e-09,-2.9455630806491502e-09,-2.88183649384099e-09,0.02000864310281157
1.0,1.0,0.8166666666666667,0.8388888888888889,3.162277668048466e-08,3.162277668073368e-08,3.162277660168379e-08,2.491902344950368e-09,6.121734193469983e-11,1.490240486781989e-10,1.434983570179734e-10,1.3440801655688062
1.0,5.5,0.8166666666666667,0.8388888888888889,3.162277662580185e-08,3.162277662600783e-08,3.162277660168379e-08,7.626799848567305e-10,-1.177673878865291e-10,8.037037010567674e-11,7.471160145147343e-11,1.6343997501537466
1.0,10.0,0.8166666666666667,0.8388888888888889,3.162277661591286e-08,3.162277661605728e-08,3.162277660168379e-08,4.4996264640937267e-10,-9.093133636814543e-11,5.135238126017292e-11,4.7425491372945765e-11,1.5215527811109968
5.5,1.0,0.8166666666666667,0.8388888888888889,3.1622776625959716e-08,3.162277662600793e-08,3.162277660168379e-08,7.676721386859589e-10,2.0220266311133355e-10,7.50023358888334e-11,7.472103849214685e-11,0.6304646173180954
5.5,5.5,0.8166666666666667,0.8388888888888889,3.162277661601121e-08,3.162277661605647e-08,3.162277660168379e-08,4.5307269797948226e-10,6.123389933555043e-11,1.4900522314535086e-10,1.434802347962454e-10,1.3431503848873036
5.5,10.0,0.8166666666666667,0.8388888888888889,3.162277661183561e-08,3.162277661188379e-08,3.162277660168379e-08,3.210285968530774e-10,-5.82135800320237e-11,1.384382434464753e-10,1.313700916934105e-10,3.2566915077399963
10.0,1.0,0.8166666666666667,0.8388888888888889,3.162277661602967e-08,3.162277661605738e-08,3.162277660168379e-08,4.536565389080635e-10,1.4981029244929965e-10,4.732818143071791e-11,4.7437473783704e-11,0.6833497017585872
10.0,5.5,0.8166666666666667,0.8388888888888889,3.1622776611860026e-08,3.162277661188389e-08,3.162277660168379e-08,3.2180077356527565e-10,1.76727604718814e-10,1.3449380078018762e-10,1.3138668750892032e-10,0.25655820595788786
10.0,10.0,0.8166666666666667,0.8388888888888889,3.1622776609563885e-08,3.1622776609588786e-08,3.162277660168379e-08,2.4919042338968224e-10,6.125045379889987e-11,1.4898639792790017e-10,1.4346211155662418e-10,1.342221202599497
1.0,1.0,0.8166666666666667,0.861111111111111,3.162277667681045e-08,3.162277667654618e-08,3.162277660168379e-08,2.3757136061213067e-09,3.4182345016133e-09,3.6420428860080498e-09,3.5408286194626706e-09,0.0358647476618442
1.0,5.5,0.8166666666666667,0.861111111111111,3.162277662548062e-08,3.1622776625475326e-08,3.162277660168379e-08,7.525217804915433e-10,1.4121978322417655e-09,1.6900455690976618e-09,1.8437341784720394e-09,0.3055778279628429
1.0,10.0,0.8166666666666667,0.861111111111111,3.1622776615824345e-08,3.162277661586528e-08,3.162277660168379e-08,4.471635581438611e-10,8.634144277557638e-10,1.052120042960564e-09,1.1705080091972472e-09,0.3556734420569027
5.5,1.0,0.8166666666666667,0.861111111111111,3.1622776624919646e-08,3.162277662513693e-08,3.162277660168379e-08,7.347822238001629e-10,2.3719130792531126e-09,2.160266623634608e-09,1.8437450927222921e-09,0.22267594506335547
5.5,5.5,0.8166666666666667,0.861111111111111,3.1622776615343144e-08,3.1622776615295175e-08,3.162277660168379e-08,4.319466546295917e-10,3.41825239442785e-09,3.6420218594356004e-09,3.540807688124993e-09,0.035853202032981146
5.5,10.0,0.8166666666666667,0.861111111111111,3.162277661148645e-08,3.1622776611436185e-08,3.162277660168379e-08,3.099873069164382e-10,2.8249259923964206e-09,3.1725537071999113e-09,3.2423437275193772e-09,0.14776236129600542
10.0,1.0,0.8166666666666667,0.861111111111111,3.162277661559032e-08,3.162277661571348e-08,3.162277660168379e-08,4.3976300816548014e-10,1.599718282627009e-09,1.4070578215449272e-09,1.1705218672519317e-09,0.26829499921090094
10.0,5.5,0.8166666666666667,0.861111111111111,3.1622776611316555e-08,3.1622776611334085e-08,3.162277660168379e-08,3.0461471480003225e-10,3.5018738488980048e-09,3.515061014074079e-09,3.2423629211288188e-09,0.074106303929495
10.0,10.0,0.8166666666666667,0.861111111111111,3.16227766091965e-08,3.162277660916999e-08,3.162277660168379e-08,2.3757261669198197e-10,3.4182702918219e-09,3.64200083853705e-09,3.540786730760401e-09,0.035841647523198385
1.0,1.0,0.8166666666666667,0.8833333333333333,3.16227766655293e-08,3.162277666405398e-08,3.162277660168379e-08,2.0189721516637815e-09,6.8901989412597695e-09,7.264165468667265e-09,7.382836700241988e-09,0.07149833599610803
1.0,5.5,0.8166666666666667,0.8833333333333333,3.1622776624602306e-08,3.162277662439243e-08,3.162277660168379e-08,7.247470654795056e-10,2.6369453865784096e-09,2.9412684670785616e-09,3.844304653066301e-09,0.4578628259171157
1.0,10.0,0.8166666666666667,0.8833333333333333,3.162277661554555e-08,3.162277661549758e-08,3.162277660168379e-08,4.383473508601164e-10,1.597014065632564e-09,1.7947196847965364e-09,2.4405910572426153e-09,0.5282213912598932
5.5,1.0,0.8166666666666667,0.8833333333333333,3.16227766201192e-08,3.1622776620764526e-08,3.162277660168379e-08,5.829787694058707e-10,5.598641251434739e-09,5.297765143257501e-09,3.844317361653084e-09,0.3133481519881422
5.5,5.5,0.8166666666666667,0.8833333333333333,3.162277661329205e-08,3.1622776613023876e-08,3.162277660168379e-08,3.6708527564894e-10,6.890216899352646e-09,7.26414425120588e-09,7.382812354399523e-09,0.07149200993849086
5.5,10.0,0.8166666666666667,0.8833333333333333,3.1622776610512555e-08,3.162277661031279e-08,3.162277660168379e-08,2.7919001181697246e-10,5.481204936365976e-09,5.939464904968057e-09,6.7605134212598715e-09,0.23339913390322412
10.0,1.0,0.8166666666666667,0.8833333333333333,3.162277661331643e-08,3.162277661376908e-08,3.162277660168379e-08,3.678564060511591e-10,3.955916238923045e-09,3.6275558599067085e-09,2.4406071936039457e-09,0.38304881948957176
10.0,5.5,0.8166666666666667,0.8833333333333333,3.1622776609405477e-08,3.1622776609338985e-08,3.162277660168379e-08,2.4418111007278126e-10,7.4305180800187566e-09,7.558439999102618e-09,6.760535770356781e-09,0.09016629829131434
10.0,10.0,0.8166666666666667,0.8833333333333333,3.1622776608068336e-08,3.1622776607920787e-08,3.162277660168379e-08,2.0189700627125888e-10,6.890234863776861e-09,7.264123038671355e-09,7.382787954248158e-09,0.07148567504726626
1.0,1.0,0.8166666666666667,0.9055555555555554,3.16227766481904e-08,3.162277664516208e-08,3.162277660168379e-08,1.4706680942090738e-09,1.0122793342429046e-08,1.0607048218317371e-08,1.1762424123651017e-08,0.16197414347575018
