m2,dist1,psi_theo,psi_approx,S2psi
1e-20,0.00016503995425981143,9.921097018215796e-11,9.917400910873382e-11,0.9543308121975064
1e-20,0.0001685838488039084,9.917417261994114e-11,9.913646072195875e-11,0.9737170189313363
1e-20,0.00017152124633607057,9.913618141582671e-11,9.90977078891873e-11,0.9933821862953837
1e-20,0.0001742217304092071,9.909697232327862e-11,9.905772652183172e-11,1.0133222360826772
1e-20,0.00017769558233858616,9.905652186240404e-11,9.901649227743767e-11,1.033559439535523
1e-20,0.00018083654163331107,9.901480513906574e-11,9.897398055812152e-11,1.054086147418886
1e-20,0.0001836516218970589,9.897179769416333e-11,9.893016650904141e-11,1.0749125777338573
1e-20,0.00018735685386163248,9.892747446659215e-11,9.888502501692384e-11,1.0960400774735963
1e-20,0.00019079460718258065,9.88818105724401e-11,9.883853070862616e-11,1.1174812785167896
1e-20,0.00019407765678547428,9.883478035938073e-11,9.879065794975845e-11,1.139235717744154
1e-20,0.00019770479085214974,9.878635818822773e-11,9.87413808433396e-11,1.1613100513892876
1e-20,0.00020061362263881354,9.873651790276858e-11,9.869067322853531e-11,1.1837043987850657
1e-20,0.0002041957868501415,9.868523356433967e-11,9.863850867941758e-11,1.2064313410448975
1e-20,0.00020758967825852838,9.863247846586787e-11,9.858486050381804e-11,1.2294904933288497
1e-20,0.00021159573400520386,9.857822616732251e-11,9.852970174220534e-11,1.2528952690873822
1e-20,0.00021512009032655696,9.852244947991069e-11,9.847300516666591e-11,1.2766466784111048
1e-20,0.0002189936400755234,9.846512073311667e-11,9.841474327990652e-11,1.3007402487148934
1e-20,0.00022211337989216711,9.840621292442673e-11,9.835488831437309e-11,1.3251957332556266
1e-20,0.00022616507015054964,9.834569792339829e-11,9.829341223139624e-11,1.3500107624592779
1e-20,0.00023051436918913778,9.82835476832787e-11,9.823028672044429e-11,1.375192147070808
1e-20,0.00023452265997349618,9.821973406279637e-11,9.816548319843201e-11,1.4007512946701235
1e-20,0.0002378162210057924,9.81542278790036e-11,9.809897280912807e-11,1.4266797694764064
1e-20,0.00024223909842176848,9.808700055747479e-11,9.803072642262368e-11,1.4529919140039067
1e-20,0.00024639849856357616,9.801802296838635e-11,9.796071463490311e-11,1.4796948078631418
1e-20,0.0002505085900746713,9.794726555514419e-11,9.788890776750468e-11,1.506791597662065
1e-20,0.00025475680579861937,9.787469850215711e-11,9.781527586725999e-11,1.5342858356286142
1e-20,0.0002590211628703567,9.780029195408894e-11,9.773978870613904e-11,1.5621871446762987
1e-20,0.00026352083861804637,9.77240154131173e-11,9.766241578120146e-11,1.5904956569502862
1e-20,0.0002671226802496864,9.764583848098308e-11,9.758312631462604e-11,1.6192211727028376
1e-20,0.00027271102575464654,9.756573016004004e-11,9.750188925386792e-11,1.6483651094095635
1e-20,0.0002769659813667502,9.748365949300913e-11,9.741867327192443e-11,1.6779370132931024
1e-20,0.0002819036333812913,9.739959498573135e-11,9.733344676769192e-11,1.7079396456536076
1e-20,0.00028690138562327625,9.731350503540568e-11,9.724617786646757e-11,1.7383800269640948
1e-20,0.0002920000267331991,9.722535758958667e-11,9.715683442055551e-11,1.76926061658007
1e-20,0.0002963514122798356,9.713512057391624e-11,9.706538400998846e-11,1.8005903380934847
1e-20,0.00030063771322335416,9.704276148410047e-11,9.697179394340692e-11,1.8323740215161066
1e-20,0.00030585009676073016,9.694824748794914e-11,9.687603125902707e-11,1.8646150129405854
1e-20,0.0003116234656001874,9.685154561882206e-11,9.677806272579613e-11,1.8973201394705541
1e-20,0.0003158491446324455,9.675262257701872e-11,9.667785484463647e-11,1.9304945490009533
1e-20,0.00032238609430822933,9.665144480975325e-11,9.657537384985703e-11,1.9641437387204164
1e-20,0.0003277202516475102,9.65479785083765e-11,9.647058571073567e-11,1.9982734425287647
1e-20,0.0003335778637498099,9.644218961044298e-11,9.636345613320188e-11,2.032889640958333
1e-20,0.0003390291442916694,9.633404362231245e-11,9.625395056171584e-11,2.0679939322497276
1e-20,0.0003446132261029768,9.62235060702251e-11,9.614203418129533e-11,2.103595126726947
1e-20,0.00034991468551232876,9.611054204874663e-11,9.602767191971652e-11,2.1396975308778616
1e-20,0.0003569957114365709,9.599511638332699e-11,9.59108284498484e-11,2.176305084325259
1e-20,0.0003623644021153085,9.587719374477491e-11,9.579146819222327e-11,2.2134242491794915
1e-20,0.00036890940832051797,9.575673853005123e-11,9.566955531772624e-11,2.2510608626903483
1e-20,0.0003753699894096912,9.563371476576269e-11,9.554505375049848e-11,2.289217570507642
1e-20,0.00038158634391481324,9.550808642878924e-11,9.541792717103618e-11,2.3279020252269094
1e-20,0.0003880791200211314,9.537981707113658e-11,9.528813901944547e-11,2.367117116082665
1e-20,0.0003935862733798353,9.524887018021984e-11,9.515565249892184e-11,2.406870181594952
1e-20,0.00040124463561843325,9.511520883876325e-11,9.502043057943492e-11,2.447164133074483
1e-20,0.0004080101444271241,9.497879602366324e-11,9.488243600160349e-11,2.4880050711840442
1e-20,0.00041370229120559203,9.483959436439112e-11,9.474163128079503e-11,2.52939594207178
1e-20,0.00042062488897013126,9.469756647613551e-11,9.459797871142222e-11,2.571345028137436
1e-20,0.0004277255774741079,9.455267442277751e-11,9.445144037147617e-11,2.6138519650611673
1e-20,0.00043624318455764033,9.440488032139891e-11,9.430197812729878e-11,2.6569232269199867
1e-20,0.0004421495643900088,9.425414609862356e-11,9.414955363855209e-11,2.7005657066376556
1e-20,0.0004505248564095229,9.410043323732811e-11,9.399412836344111e-11,2.744780041233618
1e-20,0.00045880709626593293,9.394370336846786e-11,9.383566356417903e-11,2.7895757515875856
1e-20,0.00046674863124809813,9.378391747360814e-11,9.367412031271303e-11,2.834950504050872
1e-20,0.000473155173474863,9.362103692931838e-11,9.35094594966363e-11,2.880916923935
1e-20,0.0004811974317889372,9.345502225508726e-11,9.334164182545676e-11,2.9274701049651553
1e-20,0.0004891814333636473,9.328583434925443e-11,9.317062783703394e-11,2.974619354697222
1e-20,0.00049768294469361,9.311343366968367e-11,9.299637790431657e-11,3.0223668656287743
1e-20,0.0005053060270792071,9.29377806279071e-11,9.281885224238308e-11,3.070717710172595
1e-20,0.0005152258596956848,9.275883532487081e-11,9.263801091568477e-11,3.1196728306192387
1e-20,0.0005238167666937635,9.25765579483883e-11,9.245381384562329e-11,3.1692391056935945
1e-20,0.000531974034833038,9.239090833552764e-11,9.226622081842626e-11,3.219417848090672
1e-20,0.0005402304848980467,9.220184628399457e-11,9.207519149321827e-11,3.270212635959997
1e-20,0.0005495465716815642,9.200933149027232e-11,9.188068541050636e-11,3.3216274965897545
1e-20,0.0005591181669218803,9.181332351435956e-11,9.168266200087379e-11,3.3736657714710088
1e-20,0.0005679263999340501,9.16137817598651e-11,9.14810805940303e-11,3.426329368670009
1e-20,0.0005792126120618409,9.14106655651687e-11,9.127590042812649e-11,3.4796208760923246
1e-20,0.0005882859938582028,9.120393419368137e-11,9.106708065941213e-11,3.5335430606291567
1e-20,0.000597916889702338,9.099354684308319e-11,9.085458037220326e-11,3.588098849327846
1e-20,0.0006075047567897467,9.077946261313903e-11,9.063835858913576e-11,3.6432902336501654
1e-20,0.0006175615687105981,9.056164052797226e-11,9.041837428182497e-11,3.699118569347271
1e-20,0.0006287923823389843,9.034003969191192e-11,9.019458638173311e-11,3.755588319821806
1e-20,0.0006385153458039727,9.011461898909142e-11,8.996695379146989e-11,3.8126990080175793
1e-20,0.0006471722306589745,8.988533738764137e-11,8.973543539639802e-11,3.870452770992218
1e-20,0.0006577546991327354,8.96521538014812e-11,8.949999007653433e-11,3.9288504841075484
1e-20,0.0006706358200761927,8.941502716193099e-11,8.926057671885655e-11,3.987893292277739
1e-20,0.0006805332753062746,8.917391652251642e-11,8.901715422992804e-11,4.047584990053989
1e-20,0.0006915970677720503,8.892878072159347e-11,8.876968154884695e-11,4.107922976284275
1e-20,0.0007038095647137381,8.867957883384736e-11,8.851811766056973e-11,4.168909567756039
1e-20,0.0007155423075708016,8.84262699371841e-11,8.82624216095907e-11,4.2305456271546396
1e-20,0.0007279415384447587,8.816881306404986e-11,8.800255251400201e-11,4.292828943110628
1e-20,0.0007384942586142731,8.790716750281826e-11,8.773846957980022e-11,4.355761642591114
1e-20,0.0007518201024909785,8.764129252899254e-11,8.747013211568454e-11,4.419342868479094
1e-20,0.0007612717487368817,8.737114753682868e-11,8.719749954817651e-11,4.483571787681655
1e-20,0.0007736066221899998,8.709669206909617e-11,8.692053143703965e-11,4.548447961415293
1e-20,0.0007883460641994807,8.681788582258635e-11,8.663918749113823e-11,4.6139710779575305
1e-20,0.0008001417626224476,8.653468851475207e-11,8.635342758461165e-11,4.680137091679249
1e-20,0.0008125941370266943,8.624706026194395e-11,8.60632117734487e-11,4.746947561116737
1e-20,0.0008253885724633557,8.595496121258151e-11,8.576850031239207e-11,4.814399741017157
1e-20,0.000839768827900112,8.565835170791102e-11,8.54692536722329e-11,4.882490286545963
1e-20,0.0008539461721960406,8.535719243644475e-11,8.51654325574507e-11,4.951218785431243
1e-20,0.0008656269594055156,8.505144418409571e-11,8.485699792423791e-11,5.020580841077274
1e-20,0.0008799786584600439,8.474106810530785e-11,8.454391099883404e-11,5.090574599730136
1e-20,0.0008940339864065029,8.442602552192952e-11,8.422613329629147e-11,5.161195072883484
1e-20,0.0009081897237198729,8.410627823533147e-11,8.390362663953981e-11,5.232441703889613
1e-20,0.00092183733983089,8.378178813402467e-11,8.35763531788589e-11,5.304307733905804
1e-20,0.0009370473758778131,8.345251762549466e-11,8.32442754116215e-11,5.376790842054282
1e-20,0.0009511102844407983,8.31184293578739e-11,8.29073562024695e-11,5.4498854380845225
1e-20,0.0009660400940545952,8.277948637891253e-11,8.256555880376557e-11,5.523586238924625
1e-20,0.000981667337522184,8.243565220094691e-11,8.221884687648795e-11,5.597889406657556
1e-20,0.0009959433769755868,8.20868906658145e-11,8.186718451130513e-11,5.672788516493897
1e-20,0.0010130860086194238,8.17331660884833e-11,8.151053625010739e-11,5.748277709324908
1e-20,0.0010263331647048792,8.137444325667164e-11,8.114886710781389e-11,5.824351118850977
1e-20,0.0010433654335660603,8.101068739172471e-11,8.078214259452501e-11,5.901001289445058
1e-20,0.0010594775748141688,8.064186426260603e-11,8.041032873792809e-11,5.9782215408871755
1e-20,0.0010750838920035694,8.026794018699891e-11,8.003339210603416e-11,6.056005409742463
1e-20,0.001092081998829346,7.98888819328915e-11,7.965129983029872e-11,6.134343511325333
1e-20,0.0011078555814361458,7.950465695568979e-11,7.926401962883743e-11,6.213229062500337
1e-20,0.0011239293751931123,7.91152332435793e-11,7.887151983010865e-11,6.292653277461128
1e-20,0.0011411420661812692,7.872057939908253e-11,7.847376939676247e-11,6.372606857753546
1e-20,0.0011598957874182979,7.832066469499065e-11,7.807073794978128e-11,6.4530808131182065
1e-20,0.0011770399243075428,7.791545904200111e-11,7.766239579279822e-11,6.534064997999711
1e-20,0.0011943951047940098,7.750493307384558e-11,7.724871393682469e-11,6.615549671077064
1e-20,0.0012114342948058097,7.708905814093793e-11,7.682966412495109e-11,6.6975246934858355
1e-20,0.001228306968799265,7.66678062975938e-11,7.640521885750878e-11,6.779978549150281
1e-20,0.0012477164636200463,7.62411503853206e-11,7.597535141722175e-11,6.862899845906419
1e-20,0.001264921046579917,7.580906402145392e-11,7.554003589469488e-11,6.946276363994303
1e-20,0.0012826410128042552,7.537152170672117e-11,7.509924721394359e-11,7.030097174164336
1e-20,0.001300468026883778,7.492849870137031e-11,7.465296115820348e-11,7.114348772933627
1e-20,0.0013201708807441496,7.4479971176433e-11,7.420115439577049e-11,7.199018320993723
1e-20,0.001340642630906822,7.402591617748102e-11,7.374380450601063e-11,7.284092035836914
1e-20,0.0013582920508274493,7.356631169988852e-11,7.328089000542905e-11,7.369556461919026
1e-20,0.0013767339627060752,7.310113663568323e-11,7.281239037392328e-11,7.455396420506326
1e-20,0.0013982795898654912,7.263037089944568e-11,7.233828608098718e-11,7.54159758379836
1e-20,0.0014172213809530926,7.215399540145691e-11,7.185855861201462e-11,7.6281451024466955
1e-20,0.0014366732886699964,7.167199205352653e-11,7.137319049463382e-11,7.7150230760819065
1e-20,0.0014553311098630924,7.118434380116927e-11,7.088216532498186e-11,7.802214705707851
1e-20,0.0014759757330213073,7.0691034739542e-11,7.038546779413458e-11,7.889704604762575
1e-20,0.0014972637540878074,7.019204995590661e-11,6.988308371425895e-11,7.977474056277714
1e-20,0.0015169413124261775,6.968737579698372e-11,6.937500004489309e-11,8.065507237373621
1e-20,0.0015378354201100017,6.917699965846781e-11,6.88612049190251e-11,8.153785111210158
1e-20,0.0015567478518353686,6.86609101935156e-11,6.83416876692375e-11,8.2422901350893
1e-20,0.0015783447832365505,6.813909723391968e-11,6.781643885339972e-11,8.331003561787146
1e-20,0.0016001864815395307,6.761155181135663e-11,6.728545028060623e-11,8.419905318460367
1e-20,0.001620237380249223,6.707826627177134e-11,6.674871503655194e-11,8.50897630484543
1e-20,0.001642417228802341,6.6539234212742e-11,6.620622750899875e-11,8.598196118486774
1e-20,0.0016646002027472422,6.599445058163269e-11,6.565798341284946e-11,8.68754494161989
1e-20,0.0016852968384471693,6.544391158632075e-11,6.510397981494859e-11,8.77700059580774
1e-20,0.0017060290298299748,6.488761489060281e-11,6.454421515870941e-11,8.866542951434855
1e-20,0.0017284900662325505,6.432555949183977e-11,6.397868928827377e-11,8.956150144711343
1e-20,0.001750462577641433,6.37577457503294e-11,6.340740347246606e-11,9.045798717580567
1e-20,0.0017718416893025954,6.318417557365571e-11,6.283036042827132e-11,9.135467771397943
1e-20,0.0017950789220406392,6.260485219589731e-11,6.224756434399414e-11,9.225132668154675
1e-20,0.0018144257875558443,6.201978046994332e-11,6.165902090185909e-11,9.314771994501347
1e-20,0.0018383393697611334,6.142896659258021e-11,6.1064737300305e-11,9.404359887885438
1e-20,0.0018602289410578532,6.083241841568931e-11,6.046472227562847e-11,9.493873512802576
1e-20,0.00188382040501643,6.023014528554202e-11,5.985898612329424e-11,9.583288361186291
1e-20,0.0019057687451942507,5.962215808636067e-11,5.924754071842149e-11,9.67257884819004
1e-20,0.001927430860094908,5.90084693392596e-11,5.863039953594278e-11,9.761720346333048
1e-20,0.001951135360288952,5.83890931344876e-11,5.8007577670067425e-11,9.850686933466267
1e-20,0.0019740356850079846,5.776404521066292e-11,5.737909185299942e-11,9.939452955315748
1e-20,0.0019944810355112873,5.7133342922463474e-11,5.6744960473035663e-11,10.027991723954365
1e-20,0.002020219927489786,5.649700532246019e-11,5.610520359209268e-11,10.116277178190698
1e-20,0.002041453980927402,5.585505312829235e-11,5.545984296224189e-11,10.204282609101995
1e-20,0.0020655674332716693,5.520750873413288e-11,5.4808902041687585e-11,10.29198054351633
1e-20,0.0020873286548402947,5.455439626102384e-11,5.415240600985144e-11,10.37934365418968
1e-20,0.0021093061352642274,5.389574155376143e-11,5.3490381781541796e-11,10.466344313527195
1e-20,0.002132364457883338,5.3231572210364634e-11,5.2822858020519954e-11,10.552955004180692
1e-20,0.00215427359293515,5.256191755018413e-11,5.2149865151892864e-11,10.639147175646055
1e-20,0.0021790159933579695,5.1886808675662754e-11,5.147143537370102e-11,10.724892539713222
1e-20,0.002201503216105006,5.120627846331569e-11,5.0787602667667955e-11,10.81016256002539
1e-20,0.0022236274467909234,5.052036157254877e-11,5.009840280875394e-11,10.894928433091007
1e-20,0.002247689768353856,4.9829094472968495e-11,4.940387337384981e-11,10.979161568951255
1e-20,0.002268547676619271,4.913251541392749e-11,4.8704053749413076e-11,11.062832607684294
1e-20,0.0022931498760946126,4.843066448457197e-11,4.7998985138085135e-11,11.145912798968093
1e-20,0.002317328302715398,4.772358354421368e-11,4.728871056404858e-11,11.228372065966674
1e-20,0.0023394931948358933,4.7011316330591616e-11,4.657327487753778e-11,11.310181684173308
1e-20,0.0023603767108636817,4.629390837087499e-11,4.5852724758048894e-11,11.391311900633871
1e-20,0.0023827711679654646,4.5571407033536056e-11,4.512710871632257e-11,11.471733222105343
1e-20,0.0024047530270071894,4.48438615190143e-11,4.439647709536193e-11,11.551416147721508
1e-20,0.0024248936405859164,4.4111322844379246e-11,4.366088207011403e-11,11.630330781212987
1e-20,0.0024476071616882015,4.337384386844059e-11,4.2920377645932315e-11,11.708447518947596
1e-20,0.0024712651761959613,4.263147929193358e-11,4.217501965581852e-11,11.785737125930089
1e-20,0.0024925884872905326,4.1884285617897455e-11,4.14248657564046e-11,11.862169816525036
1e-20,0.002512443578658027,4.1132321176132065e-11,4.066997542272002e-11,11.937716021030482
1e-20,0.0025346895444325673,4.0375646111972035e-11,3.9910409941527196e-11,12.012346267907848
1e-20,0.002556420953236655,3.9614322385182455e-11,3.9146232403417256e-11,12.086031359354342
1e-20,0.002578134553757685,3.884841374307183e-11,3.837750769383023e-11,12.158741908940364
1e-20,0.00259992156865098,3.807798574308802e-11,3.7604302482203665e-11,12.230449205215587
1e-20,0.002619667312579649,3.730310569679513e-11,3.682668521036621e-11,12.301124064874935
1e-20,0.00263863336078979,3.652384267916451e-11,3.604472607920622e-11,12.370737416866454
1e-20,0.0026606270405632355,3.574026756423484e-11,3.525849703405794e-11,12.439261600457634
1e-20,0.002677664112024577,3.495245290468264e-11,3.446807174895389e-11,12.506667662360945
1e-20,0.0026983818408698097,3.4160473018875295e-11,3.36735256091689e-11,12.572928055144702
1e-20,0.002716286405342732,3.336440389189936e-11,3.28749356926538e-11,12.638014561174733
1e-20,0.00273710858694399,3.2564323219856583e-11,3.207238074999469e-11,12.701899953781647
1e-20,0.002755063275705951,3.176031036723014e-11,3.1265941183105445e-11,12.764557446620648
1e-20,0.0027725415391310422,3.0952446309759536e-11,3.0455699022366236e-11,12.825959808986406
1e-20,0.0027927715752614933,3.014081367016202e-11,2.964173790271191e-11,12.886080905533028
1e-20,0.0028081157619182294,2.932549664358328e-11,2.8824143038098034e-11,12.94489443070275
1e-20,0.002824872093880806,2.8506581015845618e-11,2.8003001194740195e-11,13.002375070849423
1e-20,0.002843199828005657,2.76841541022953e-11,2.7178400663030062e-11,13.058497650409256
1e-20,0.0028596309095703237,2.685830472494317e-11,2.6350431228246436e-11,13.113237297910558
1e-20,0.0028763898822436714,2.6029123202366623e-11,2.551918413964359e-11,13.166569983379478
1e-20,0.002891909740875723,2.5196701294593454e-11,2.4684752078656623e-11,13.218471916181938
1e-20,0.0029059121782653513,2.436113217700389e-11,2.3847229125603295e-11,13.268919730931163
1e-20,0.0029225080540123084,2.352251042148029e-11,2.3006710725144973e-11,13.317890892570139
1e-20,0.002935858343807301,2.268093194284036e-11,2.2163293650591254e-11,13.365363234933582
1e-20,0.0029485936688874886,2.183649398274886e-11,2.131707596709982e-11,13.41131549552551
1e-20,0.002964846911317313,2.09892950365706e-11,2.046815699339908e-11,13.455726415189424
1e-20,0.0029768278704182783,2.0139434861893567e-11,1.9616637262751204e-11,13.498575966103967
1e-20,0.002988942949770683,1.9287014397662514e-11,1.876261848246567e-11,13.5398443091772
1e-20,0.0030034415857806136,1.8432135750342525e-11,1.7906203492581507e-11,13.579512503611276
1e-20,0.0030138672688950568,1.7574902143908692e-11,1.7047496223251983e-11,13.617562315964152
1e-20,0.0030264283050341952,1.671541786604102e-11,1.618660165140145e-11,13.653975950023357
1e-20,0.003036879718162702,1.5853788248821216e-11,1.5323625756093487e-11,13.688736700788702
1e-20,0.003045810113703827,1.4990119603042357e-11,1.445867547324396e-11,13.721828427659224
1e-20,0.003054720509196234,1.4124519163438005e-11,1.3591858649065606e-11,13.753235342310509
1e-20,0.003063583896927322,1.3257095079128858e-11,1.2723283993127963e-11,13.782942974015755
1e-20,0.00307327907821847,1.2387956334207972e-11,1.1853061030092877e-11,13.810937365348762
1e-20,0.00308111938471046,1.151721272018765e-11,1.098130005100002e-11,13.837205618568337
1e-20,0.0030881492088018973,1.064497475428023e-11,1.010811206379635e-11,13.861735062961177
1e-20,0.00309584876349864,9.77135366929627e-12,9.23360874283254e-12,13.884514298010393
1e-20,0.0031027204954866554,8.896461342746745e-12,8.357902378306242e-12,13.90553266819187
1e-20,0.0031077844588198755,8.020410243734197e-12,7.481105824432854e-12,13.924780229934427
1e-20,0.0031143691103907925,7.143313397016279e-12,6.603332447651411e-12,13.942248161062704
1e-20,0.0031184961177029664,6.265284299807081e-12,5.724696073978942e-12,13.957927971921302
1e-20,0.0031235926382021132,5.386436905838016e-12,4.845310935933221e-12,13.971812464277393
1e-20,0.003125423492889773,4.506885553308204e-12,3.965291619351823e-12,13.98389524413349
1e-20,0.0031289896668288504,3.626744906110171e-12,3.0847530094566994e-12,13.99417059678845
1e-20,0.00313152999542078,2.7461299108513023e-12,2.2038102369024256e-12,14.00263377016424
1e-20,0.0031320848079162845,1.86515575515328e-12,1.3225786234382879e-12,14.009281301101018
1e-20,0.003133762985494547,9.83937765836448e-13,4.4117362755295165e-13,14.01410978993734
1e-20,0.0031338927243951117,1.0259141252972729e-13,-4.402892102697959e-13,14.017117407208428
1e-20,0.0031338914594780084,-7.787677832524986e-13,-1.3216943221396642e-12,14.018302955493509
1e-20,0.0031339809065232234,-1.6600242975800887e-12,-2.2029261674320507e-12,14.017666003743436
1e-20,0.0031333195146595696,-2.5410626381724304e-12,-3.0838692876196595e-12,14.015207423465107
