m2,dist1,psi_theo,psi_approx,S2psi
1e-20,0.0019105830939732365,9.99037134875574e-11,9.94615928699093e-11,11.415505261106741
1e-20,0.001937415505819861,9.988366541482827e-11,9.943384142938165e-11,11.614405362396065
1e-20,0.001964902938014883,9.986275323937708e-11,9.940509118800957e-11,11.816783354250035
1e-20,0.0019936458876877432,9.984096042528882e-11,9.937532026526523e-11,12.022777233978353
1e-20,0.0020212189884405425,9.981827021862408e-11,9.934450654245955e-11,12.232525518821515
1e-20,0.002050328953429665,9.979466565101928e-11,9.931262766087611e-11,12.446167387091917
1e-20,0.002080918148840363,9.977012953473539e-11,9.927966101993164e-11,12.663842597826807
1e-20,0.002110944185726612,9.974464446215596e-11,9.92455837753643e-11,12.885691524606225
1e-20,0.0021419892373168623,9.971819280519839e-11,9.921037283745145e-11,13.111855186369837
1e-20,0.0021737118689381762,9.969075671159359e-11,9.917400486925874e-11,13.3424751965659
1e-20,0.0022070488876915935,9.966231810700809e-11,9.913645628492279e-11,13.577693862284407
1e-20,0.0022407901497868516,9.963285868981925e-11,9.909770324796763e-11,13.817654092824068
1e-20,0.002275190052623346,9.960235993190898e-11,9.905772166965912e-11,14.062499462673518
1e-20,0.0023107680047796037,9.957080307687048e-11,9.901648720739335e-11,14.312374206822641
1e-20,0.0023483394298985374,9.95381691378968e-11,9.897397526314502e-11,14.567423206305735
1e-20,0.0023850825127248797,9.950443889713385e-11,9.893016098192036e-11,14.827792011443703
1e-20,0.0024252406250472327,9.94695929035994e-11,9.888501925029289e-11,15.09362682591821
1e-20,0.0024651495898269545,9.943361147208924e-11,9.883852469496682e-11,15.365074515622457
1e-20,0.00250533598529146,9.939647468197882e-11,9.879065168139346e-11,15.642282613443298
1e-20,0.002548236350119418,9.935816237463623e-11,9.874137431243887e-11,15.92539928686627
1e-20,0.0025921150107696745,9.931865415434024e-11,9.8690666427105e-11,16.214573394698334
1e-20,0.0026364403663246246,9.927792938481501e-11,9.8638501599307e-11,16.509954429165457
1e-20,0.002683561910015252,9.923596718875979e-11,9.858485313670875e-11,16.81169253383539
1e-20,0.0027306936239655443,9.919274644615468e-11,9.852969407961918e-11,17.119938488369275
1e-20,0.002779345394518305,9.914824579348762e-11,9.847299719995224e-11,17.434843715416843
1e-20,0.0028305245586396125,9.91024436223749e-11,9.841473500025278e-11,17.75656027014814
1e-20,0.0028818758693590443,9.905531807778269e-11,9.835487971279072e-11,18.085240817724454
1e-20,0.0029359514730140112,9.900684705775016e-11,9.82934032987274e-11,18.421038647671764
1e-20,0.00299191345229134,9.895700821121993e-11,9.823027744735567e-11,18.764107637485818
1e-20,0.003049235379377169,9.890577893804076e-11,9.816547357541682e-11,19.11460227033704
1e-20,0.0031069788907149743,9.885313638614924e-11,9.809896282649799e-11,19.47267757786156
1e-20,0.0031668470980437216,9.879905745263609e-11,9.803071607051227e-11,19.838489181116937
1e-20,0.003228286917130402,9.87435187813856e-11,9.796070390326483e-11,20.21219324083408
1e-20,0.003292764526292831,9.868649676180923e-11,9.788889664610821e-11,20.593946433621053
1e-20,0.0033583083347956317,9.862796752936699e-11,9.781526434569012e-11,20.98390597193489
1e-20,0.0034249658322632564,9.856790696290103e-11,9.773977677379652e-11,21.382229539288975
1e-20,0.0034946245625751883,9.850629068583457e-11,9.766240342729344e-11,21.789075322709397
1e-20,0.003565596020707369,9.844309406337011e-11,9.758311352817181e-11,22.204601939237094
1e-20,0.0036368266897980023,9.837829220296157e-11,9.750187602369704e-11,22.628968444254994
1e-20,0.003712104552957834,9.83118599532858e-11,9.741865958666837e-11,23.062334298237744
1e-20,0.0037919445808218015,9.824377190443799e-11,9.733343261579108e-11,23.50485936218516
1e-20,0.0038689404085976405,9.817400238545552e-11,9.724616323616471e-11,23.956703821083867
1e-20,0.003950328289312899,9.810252546599364e-11,9.715681929989135e-11,24.418028211465412
1e-20,0.004034327804155893,9.802931495468725e-11,9.706536838680897e-11,24.88899336017573
1e-20,0.004117929685672592,9.79543443992207e-11,9.697177780535048e-11,25.369760363994175
1e-20,0.004207088596174384,9.787758708607868e-11,9.687601459353627e-11,25.860490557574643
1e-20,0.004296021840999931,9.779901603983032e-11,9.677804552010164e-11,26.361345465852867
1e-20,0.004387972861010862,9.77186040242222e-11,9.667783708576335e-11,26.87248679956267
1e-20,0.004481851324302225,9.763632354047333e-11,9.657535552463052e-11,27.394076374786113
1e-20,0.004577361065934702,9.755214682928753e-11,9.647056680576335e-11,27.926276124665215
1e-20,0.004677476154372637,9.746604586911444e-11,9.636343663488341e-11,28.469248010341943
1e-20,0.004778600771873846,9.737799237786188e-11,9.625393045624049e-11,29.023154016970345
1e-20,0.0048820780649944506,9.728795781224243e-11,9.614201345464061e-11,29.588156084481188
1e-20,0.00498927414763545,9.71959133691677e-11,9.602765055763743e-11,30.164416087001452
1e-20,0.005097381568501799,9.710182998526693e-11,9.591080643789513e-11,30.75209575941252
1e-20,0.005208571164181879,9.700567833832564e-11,9.579144551572323e-11,31.351356669050528
1e-20,0.005322576499297141,9.690742884763698e-11,9.566953196179178e-11,31.96236015466971
1e-20,0.005438636039961745,9.680705167504207e-11,9.554502970002689e-11,32.585267278544045
1e-20,0.005556433648324972,9.67045167258918e-11,9.541790241069693e-11,33.22023877161199
1e-20,0.005678664528320967,9.65997936502285e-11,9.528811353368866e-11,33.86743497940141
1e-20,0.0058020095575406615,9.649285184356928e-11,9.515562627198078e-11,34.52701579256631
1e-20,0.005929608193103617,9.638366044902326e-11,9.502040359532007e-11,35.199140606637194
1e-20,0.006057649985139128,9.62721883583619e-11,9.48824082441029e-11,35.8839682494356
1e-20,0.0061897653727358976,9.615840421322607e-11,9.474160273346855e-11,36.581656906552645
1e-20,0.006326554953474132,9.604227640854724e-11,9.459794935760798e-11,37.2923640984309
1e-20,0.006465008449441279,9.592377309094515e-11,9.445141019429494e-11,38.01624652199998
1e-20,0.006605708597171628,9.58028621652805e-11,9.430194710964057e-11,38.75346009710282
1e-20,0.006748283633303943,9.567951129383967e-11,9.41495217630805e-11,39.50415981668004
1e-20,0.006896083874945358,9.555368789929367e-11,9.399409561259812e-11,40.26849968830287
1e-20,0.007043279772316647,9.54253591672756e-11,9.383562992018443e-11,41.04663265975286
1e-20,0.007196422297168896,9.529449205038265e-11,9.367408575754842e-11,41.838710574911225
1e-20,0.007352880394319549,9.516105326815284e-11,9.35094240120739e-11,42.64488401935124
1e-20,0.007511873443504676,9.50250093129298e-11,9.334160539303398e-11,43.465302311311916
1e-20,0.007673565242846518,9.488632645143646e-11,9.31705904380629e-11,44.30011337522739
1e-20,0.00783709975408339,9.474497072868729e-11,9.299633951989557e-11,45.14946366872584
1e-20,0.008004499265524543,9.460090797159588e-11,9.281881285337552e-11,46.01349809483335
1e-20,0.008177787173846433,9.445410379192354e-11,9.263797050273669e-11,46.89235989009046
1e-20,0.008351461805014086,9.430452359170727e-11,9.245377238916651e-11,47.786190569424654
1e-20,0.00852943227787596,9.415213256593555e-11,9.226617829865121e-11,48.69512979267394
1e-20,0.008709940417972652,9.399689570785663e-11,9.207514789011051e-11,49.6193152916076
1e-20,0.008895026533488034,9.38387778129112e-11,9.188064070382699e-11,50.55888275382596
1e-20,0.009082471187463978,9.367774348357276e-11,9.168261617017107e-11,51.51396572245529
1e-20,0.009272856132489994,9.35137571345856e-11,9.148103361862966e-11,52.484695498276686
1e-20,0.009467789277359601,9.334678299845217e-11,9.127585228714243e-11,53.47120104034735
1e-20,0.009666933956371155,9.317678512950109e-11,9.106703133174705e-11,54.473608821994894
1e-20,0.00986851438912408,9.300372741085587e-11,9.08545298365431e-11,55.49204275348502
1e-20,0.010071224568417086,9.282757356013762e-11,9.063830682397158e-11,56.526624063846356
1e-20,0.010280516936064724,9.264828713504579e-11,9.04183212654213e-11,57.57747117111064
1e-20,0.01049364160534767,9.246583153921847e-11,9.019453209216044e-11,58.644699551372604
1e-20,0.010709275926202091,9.228017003078058e-11,8.996689820660071e-11,59.728421668663266
1e-20,0.010928572941349442,9.209126572721298e-11,8.973537849389443e-11,60.828746801236
1e-20,0.011154114437456208,9.18990816131124e-11,8.949993183387278e-11,61.9457809336817
1e-20,0.011379696647060933,9.170358054789597e-11,8.926051711332123e-11,63.07962663890838
1e-20,0.011611312236797157,9.15047252730818e-11,8.901709323860523e-11,64.23038294013239
1e-20,0.01184473903502927,9.130247841989476e-11,8.876961914863676e-11,65.39814517246201
1e-20,0.012085491786167826,9.109680251831832e-11,8.851805382819643e-11,66.58300487264165
1e-20,0.012326391845825173,9.088766000391833e-11,8.826235632160547e-11,67.78504960223135
1e-20,0.012572516933546905,9.06750132289304e-11,8.800248574675454e-11,69.00436287165842
1e-20,0.012823938131906102,9.045882446881616e-11,8.77384013094881e-11,70.24102393809702
1e-20,0.013077436907931039,9.023905593273622e-11,8.747006231834818e-11,71.49510769519705
1e-20,0.013335612003219633,9.001566977380816e-11,8.71974281996792e-11,72.76668454793891
1e-20,0.013596619017298334,8.978862809720686e-11,8.69204585130933e-11,74.05582022246979
1e-20,0.01386356630206118,8.955789297171526e-11,8.663911296729987e-11,75.3625756556269
1e-20,0.014134196287795353,8.932342643997237e-11,8.635335143629797e-11,76.68700684145263
1e-20,0.014410100544945301,8.908519052863108e-11,8.606313397593249e-11,78.02916466599096
1e-20,0.014687943361841914,8.884314725997684e-11,8.576842084081464e-11,79.38909477039456
1e-20,0.014972390096352305,8.85972586631715e-11,8.546917250160503e-11,80.76683739499211
